queue,row_id,document_id,source_url,source_evidence_sha256,prior_review_status,prior_reviewer_id,model_decision,model_review_status,corrected_fields_json,evidence_basis,review_path,rationale,independent_human_review
documents,document-review-fia-2018-bhr-ca58cf3332c7,fia-2018-bhr-ca58cf3332c7,https://www.fia.com/sites/default/files/2018_bahrain_grand_prix_2018_summons_-_car_11_overtaking_car_28_on_the_formation_lap_-_doc_28.pdf,22d5c8037acb691f91f82a515581310a7cab9d91d5dd781ad88a6427a1a6e375,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-bhr-d0af14ffea95,fia-2018-bhr-d0af14ffea95,https://www.fia.com/sites/default/files/2018_bahrain_grand_prix_2018_summons_-_car_28_failure_to_re-establish_starting_order_by_sc1_-_doc_29.pdf,be333f7a123df836c6e22225db98fe0d6ab0881e55e167eedfe05a196ff3e7fe,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-bhr-e5799eebc245,fia-2018-bhr-e5799eebc245,https://www.fia.com/sites/default/files/2018_bahrain_grand_prix_2018_summons_-_ferrari_car_7_alleged_release_in_an_unsafe_condition_-_doc_9.pdf,6ea54b6a14a6cf43d38b7959bb27c4152f9ea179d14e1ba132192e171a71f219,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-chn-e8b87a1dbe11,fia-2018-chn-e8b87a1dbe11,https://www.fia.com/sites/default/files/2018_chinese_grand_prix_2018_summons_-_mclaren_car_2_alleged_release_in_an_unsafe_condition_-_doc_9.pdf,e71c6b19d5bd10291250adccefee88b7532d6a574ac1566c8197654d88b09544,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-esp-1ae3dae77b61,fia-2018-esp-1ae3dae77b61,https://www.fia.com/sites/default/files/2018_spanish_grand_prix_2018_summons_-_force_india_car_11_alleged_release_in_an_unsafe_condition_-_doc_11_1.pdf,911d40799ad21687181235654ea7572ad161f8d63ecb12f0a0a2361de5472bd3,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-esp-719e915e8156,fia-2018-esp-719e915e8156,https://www.fia.com/sites/default/files/2018_spanish_grand_prix_2018_summons_-_car_20_alleged_impeding_-_doc_7.pdf,2c1c26b98d0a07e9002bc734e9a78b644d5179069cde00859f05abb9b5cb22aa,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-esp-9212b57bfc22,fia-2018-esp-9212b57bfc22,https://www.fia.com/sites/default/files/2018_spanish_grand_prix_2018_summons_-_car_9_re-joining_the_track_-_doc_22.pdf,64b0137351340754971353eb5c6f48e83b7310dc2e147b1f41f787954561593c,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-mco-27b8de47ce9d,fia-2018-mco-27b8de47ce9d,https://www.fia.com/sites/default/files/2018_monaco_grand_prix_-_summons_-_car_33_re-joining_the_track7.pdf,4b0da0e3aaa6720c24b7c5c9a1be4fb47fed244442180e9b09547bcbfed5fee1,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-fra-d23f8e57c66f,fia-2018-fra-d23f8e57c66f,https://www.fia.com/sites/default/files/2018_french_grand_prix_-_tyre_issue8_0.pdf,d7ef75972c68ee794bf904a078299a4d0b96073dfb829f3f632fd17b86853950,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-fra-dbdb014bb9b7,fia-2018-fra-dbdb014bb9b7,https://www.fia.com/sites/default/files/2018_french_grand_prix_-_summons_-_toro_rosso_p1_40_tyres9.pdf,95cf5ca722c9327e7aafebf686658f5f1ffd0d07a62964e21cb9454e5aaedb17,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-aut-0c51a860e012,fia-2018-aut-0c51a860e012,https://www.fia.com/sites/default/files/doc_10_-_2018_austrian_grand_prix_-_summons_-_car_5_alleged_unsafe_release_of_car_2.pdf,2552c4881313b8359c8526604539bc413a1b386b973bcb9d49f0926893e2d945,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-aut-26b00fc20ee4,fia-2018-aut-26b00fc20ee4,https://www.fia.com/sites/default/files/doc_9_-_2018_austrian_grand_prix_-_summons_-_car_2_alleged_unsafe_release_of_car_2.pdf,4eb09a84aa4b7f4f8d1c2e95ba537563017dee1b23b53dc4053476dafc88f3e4,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-aut-8bd9d5bfc882,fia-2018-aut-8bd9d5bfc882,https://www.fia.com/sites/default/files/doc_13_-_2018_austrian_grand_prix_-_summons_-_car_20_car_released_in_an_unsafe_condition.pdf,f094ed0367802dfda9f79de10816bee83e6f52673ccdb52c35424c77fd4453b4,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-0a863849b5b1,fia-2018-gbr-0a863849b5b1,https://www.fia.com/sites/default/files/doc_7_-_2018_british_grand_prix_-_summons_-_car_20_incident_with_car_14_0.pdf,4e0d2fc16c7f7c7d255e871738e2c94c474449f4f0146dfb823d2e1f38a98407,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-389895fe29db,fia-2018-gbr-389895fe29db,https://www.fia.com/sites/default/files/doc_46_-_2018_british_grand_prix_-_summons_-_car_8_incident_with_car_55_in_turn_9.pdf,4152c927e2100525d1b2dca9bdaf0b79da2a6de36e554b430adcd3f54fb1a433,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-48b2366c8db7,fia-2018-gbr-48b2366c8db7,https://www.fia.com/sites/default/files/doc_47_-_2018_british_grand_prix_-_summons_-_car_55_incident_with_car_8_in_turn_9.pdf,7678db6b58b79ab71352b89e2a407d9df978cb30f9b5b60a05f9e1949eeb4cfe,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-5758f7f0fc43,fia-2018-gbr-5758f7f0fc43,https://www.fia.com/sites/default/files/doc_51_-_2018_british_grand_prix_-_summons_-_car_10_alleged_casuing_a_collision_with_car_11.pdf,7afd4e86b3a88fcc828c7df735be76a7a45f94c41ff56f61dc3c2986d2ceb75d,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-805f986d3dd4,fia-2018-gbr-805f986d3dd4,https://www.fia.com/sites/default/files/doc_24_-_2018_british_grand_prix_-_summons_-_car_35_sir_-_continuing_on_track_after_a_red_flag.pdf,bdaed62ae8695662a19d773263390f233fcfea3c4633dfe563fb0056579d0ad8,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-a63dabebfcbb,fia-2018-gbr-a63dabebfcbb,https://www.fia.com/sites/default/files/doc_45_-_2018_british_grand_prix_-_summons_-_sauber_alleged_release_of_car_16_in_an_unsafe_condition.pdf,e022756e9d3cad9ed94e9236b96e922978582116fa49f24de26b9891b55cc679,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-d4a8b8825798,fia-2018-gbr-d4a8b8825798,https://www.fia.com/sites/default/files/doc_52_-_2018_british_grand_prix_-_summons_-_car_11_incident_with_car_10.pdf,b435db418bdab97e42fa7e30d3f802a1d29c7386d63c17cbb27449f7abee8f29,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-e55f943afc61,fia-2018-gbr-e55f943afc61,https://www.fia.com/sites/default/files/doc_9_-_2018_british_grand_prix_-_summons_-_car_55_pit_entry_bollard.pdf,8d7942d75d6efc124424f0c13e1517fc866fade73de1cd78be61f15c626c216d,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-gbr-ed58f4e7f0ea,fia-2018-gbr-ed58f4e7f0ea,https://www.fia.com/sites/default/files/doc_8_-_2018_british_grand_prix_-_summons_-_car_14_incident_with_car_20.pdf,b6edcfaffa1b3fc070c8bc5d33df02d7f10f1af534a10f189ee9b31e1e6477c8,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-deu-84b761e22bfc,fia-2018-deu-84b761e22bfc,https://www.fia.com/sites/default/files/doc_30_-_2018_german_grand_prix_-_summons_-_car_44_pit_entry.pdf,95051d95ef2808648da47e2bf7242343f69d582df9d9280cf6ebe308e8fe4937,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-hun-d9323f476705,fia-2018-hun-d9323f476705,https://www.fia.com/sites/default/files/doc_8_-_2018_hungarian_grand_prix_-_summons_-_sauber_alleged_release_of_car_9_in_an_unsafe_condition_0.pdf,c2601546d9c5a130d395fd05e8877998e82bc5564f9db8ebf48cc977f0cff43e,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-hun-e21195b6441a,fia-2018-hun-e21195b6441a,https://www.fia.com/sites/default/files/doc_12_-_2018_hungarian_grand_prix_-_summons_-_renault_incorrect_use_of_tyres.pdf,35a52da6e472d374667ff088ed932a385867963b9898cd0c9450cd9ab9df7ce9,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-abu-3f5362d5b506,fia-2018-abu-3f5362d5b506,https://www.fia.com/sites/default/files/doc_12_-_2018_abu_dhabi_grand_prix_-_summons_-_car_44_pit_entry_incident_in_p1.pdf,413e49940afb46df8d20ce04ba06a8dd608776b134dff34c25f9b0839950ce0b,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2024-mex-cd682dfdcf3b,fia-2024-mex-cd682dfdcf3b,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Mexico%20City%20Grand%20Prix/season/season-2024-2043#recalled-doc-43,3bec199a527b5bfd91c18257acc6151078797ceb25906fb9280761026533bba4,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-chn-24f8c109b5de,fia-2025-chn-24f8c109b5de,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Chinese%20Grand%20Prix/season/season-2025-2071#recalled-doc-83,3d4edabcfc12d12a12893e59301d6c420dfad6af0e04e34bf7303b2fefbcc0b6,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-chn-5d57ba37ef77,fia-2025-chn-5d57ba37ef77,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Chinese%20Grand%20Prix/season/season-2025-2071#recalled-doc-82,bcbc34bca6af63de229ac8dbe0633bc2fe87347d973af863e74e95568445930a,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-bhr-ab278801b35b,fia-2025-bhr-ab278801b35b,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Bahrain%20Grand%20Prix/season/season-2025-2071#recalled-doc-48,a2e71d65057ba265c148165b7b866729664956669e31f8b6d9b42b0db109331d,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-mia-5c581fe2bc0f,fia-2025-mia-5c581fe2bc0f,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Miami%20Grand%20Prix/season/season-2025-2071#recalled-doc-67,4cb6cb2de0221c2fa4a23a6b04a465d0c22825e34622cc61d06c277ce1e4dc20,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-can-1f908900524f,fia-2025-can-1f908900524f,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Canadian%20Grand%20Prix/season/season-2025-2071#recalled-doc-62,62e6dcfe4017c8b042b61e65353d883973f52c59c7edf3ad4433892e298432e4,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-can-ce72d36dfdb7,fia-2025-can-ce72d36dfdb7,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Canadian%20Grand%20Prix/season/season-2025-2071#recalled-doc-61,b157c3e1e465ed2502ab94a05bdd26edec555d9418de5d9b95aa5a8d6ff489bd,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-aut-08c6b846f05c,fia-2025-aut-08c6b846f05c,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Austrian%20Grand%20Prix/season/season-2025-2071#recalled-doc-39,008f85f0eade9fceb537d415b25f68db704eadf91334c3739e0284b675f377df,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-gbr-fd5295495648,fia-2025-gbr-fd5295495648,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/British%20Grand%20Prix/season/season-2025-2071#recalled-doc-24,af57607abd90a446dc2176a6663995e7e9633c365295f503a34fb30c9339e518,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-usa-363ca5c6ae34,fia-2025-usa-363ca5c6ae34,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/United%20States%20Grand%20Prix/season/season-2025-2071#recalled-doc-39,65506424e5065b3ffee1e974105eb0eacf9a87d652ad3d112673fec2a7098de8,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-usa-f1e8688b2e69,fia-2025-usa-f1e8688b2e69,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/United%20States%20Grand%20Prix/season/season-2025-2071#recalled-doc-31,8bc5c665091521f688911729ca2e13fafcfd35a88edea5f9edb0657e47d508be,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-sao-9a1c04cfdf96,fia-2025-sao-9a1c04cfdf96,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/S%C3%A3o%20Paulo%20Grand%20Prix/season/season-2025-2071#recalled-doc-63,3d1502fb794e68f9646a88dff6447ddf8a6a573b4d557e824d38d9e390a505e0,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-sao-f6d7d9bf0d5a,fia-2025-sao-f6d7d9bf0d5a,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/S%C3%A3o%20Paulo%20Grand%20Prix/season/season-2025-2071#recalled-doc-41,892dbead6ab203db98a1c3f38a8f8daed15be665abc3ebe24f9e0de2637f6545,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-lvs-77eae437353c,fia-2025-lvs-77eae437353c,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Las%20Vegas%20Grand%20Prix/season/season-2025-2071#recalled-doc-56,0ff79997c745eda60b2d3fd4aaf4e873200dee9af374adb4124e973deedfe097,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-qat-931bd5b878a2,fia-2025-qat-931bd5b878a2,https://www.fia.com/documents/championships/fia-formula-one-world-championship-14/event/Qatar%20Grand%20Prix/season/season-2025-2071#recalled-doc-64,3e8405d174cf3c39e2bb3dbc8b629e8480d9a6c8d326ff4405df271ef2dca331,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},archive_predecessor_and_linked_successor_text,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2025-hun-f1ff0743742b,fia-2025-hun-f1ff0743742b,https://www.fia.com/system/files/decision-document/2025_hungarian_grand_prix_-_decision_-_car_1_-_alleged_forcing_another_driver_off_of_the_track.pdf,a2ebc05743da78cfdb062fad74e022a4d198354e2cd9e9a45d5c390538d6c77d,single_coded_pending_human,codex_source_review_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-bhr-37959695abd9,fia-2018-bhr-37959695abd9,https://www.fia.com/sites/default/files/2018_bahrain_grand_prix_2018_offence_-_car_28_causing_a_collision_with_car_11_in_t4_-_doc_27.pdf,3cf3a77d2ac637227345dc1ee4725257cfc9bf3460c2a4162b19ca42daf2dbda,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-chn-ad3c0076d583,fia-2018-chn-ad3c0076d583,https://www.fia.com/sites/default/files/2018_chinese_grand_prix_2018_offence_-_car_10_causing_a_collision_with_car_28_in_t14_-_doc_29.pdf,5c5af1f12a8024a32301d6e6546393fb454ebf3951a1d5aa8d8e2111f03f2434,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2018-chn-e98fbe4695b8,fia-2018-chn-e98fbe4695b8,https://www.fia.com/sites/default/files/2018_chinese_grand_prix_2018_offence_-_car_33_causing_a_collision_with_car_5_in_t14_-_doc_30.pdf,d63b354ca6b677c53ee2754891c5596abaece927e8cd0b42ffdbabb56820f3ac,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
